0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374220	ΜΕΤΑΠΤΥΧΙΑΚΟ ΑΝΑΣΤΗΛΩΣΗΣ ΜΝΗΜΕΙΩΝ	6
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374274	ΠΤΥΧΙΟ ΦΙΛΟΛΟΓΙΑΣ	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374294	ΠΤΥΧΙΟ ΠΟΤΙΣΜΙΚΩΝ ΣΠΟΥΔΩΝ	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374295	ΠΤΥΧΙΟ LOWER ΑΓΓΛΙΚΗΣ ΓΛΩΣΣΑΣ-ΠΟΛΥ ΚΑΛΟ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374296	ΠΤΥΧΙΟ PROFICIENCY ΑΓΓΛ. ΓΛΩΣ. - ΑΡΙΣΤΟ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374297	ΠΤΥΧΙΟ CERTIFICAT ΓΑΛΛ. ΓΛΩΣ.- ΠΟΛΥ ΚΑΛΟ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374298	ΠΤΥΧΙΟ SORBONE ΓΑΛ. ΓΛΩΣ. - ΑΡΙΣΤΟ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374299	ΠΤΥΧΙΟ DIPLOME ΓΑΛ. ΓΛΩΣ. - ΑΡΙΣΤΟ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374300	ΠΤΥΧΙΟ SUPERIORE ΙΤΑ. ΓΛΩΣ. - ΑΡΙΣΤΟ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374301	ΠΤΥΧΙΟ ZERTIFIKAT ΓΕΡ. ΓΛΩΣ.- ΠΟΛΥ ΚΑΛΟ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374302	ΠΤΥΧΙΟ ΔΙΠΛΟΜΑ BASICO ΙΣΠ.ΓΛΩ.-ΠΟΛΥ ΚΑΛΟ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374305	DIPLOMA DI LINGUA E CULTURA ITALIANA	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374306	ΠΤΥΧΙΟ CERTIFICAT ΓΑΛ.ΓΛΩΣ.- ΠΟΛΥ ΚΑΛΟ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374314	ΔΙΠΛΩΜΑ ΑΝΩΤΕΡΗΣ ΣΧΟΛ. ΔΡΑΜΑΤΙΚΗΣ ΤΕΧΝΗΣ	4
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374317	ΚΑΛΛΙΤΕΧΝΙΚΩΝ ΣΠΟΥΔΩΝ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374320	ΑΡΙΣΤΗ ΓΝΩΣΗ ΓΕΡΜΑΝΙΚΗΣ ΓΛΩΣΣΑΣ(CROLES )	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374334	ΠΤΥΧΙΟ ΕΙΚΑΣΤΙΚΩΝ ΤΕΧΝΩΝ ΣΧΟΛΗΣ ΚΑΛΩΝ ΤΝ	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374336	ΓΝΩΣΗ ΓΙΟΥΓΚΟΣΛΑΒΙΚΗΣ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374340	ΚΑΛΑ ΑΓΓΛΙΚΑ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374341	ΚΑΛΑ ΓΑΛΛΙΚΑ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374342	ΚΑΛΑ ΓΕΡΜΑΝΙΚΑ	3
